Number,sdg_result,FundingInstrumentGaReporting,CallDecisionYear,ResearchInstitutionType,MainDiscipline,MainDisciplineLevel2,FundingInstrumentGaLevel1,AmountGranted,IsApproved,Title,Keywords,Abstract,n_applicants,is_collaborative,is_collaborative_cat,n_disciplines,is_interdisciplinary,is_interdisciplinary_cat,disc1,disc2,disc3,disc5,disc6,disc4
174475,07,Fellowships,2017,Other,Condensed Matter Physics,Physics,Careers,27460,TRUE,Improved methods for theoretical materials design,Electronic Structure; Simulation; Structure Prediction; Materials Design,"Materials design has become one of the most rapidly increasing fields of condensed matter science during the last years. Discovery of novel materials are called for with potential applications in various technologically relevant fields such as energy production and storage, novel electronic devices, data storage, medical application and catalysis. Instead of synthesizing and characterizing novel materials in time-consuming, expensive experiments, theoretical material scientists have started to create databases obtained from all materials known to date and to systematically analyze them with high-throughput computation methods, trying to gain insight on how chemistry and structures are linked to material properties and to extract patterns from the underlying data. New, innovative computational methods are needed to efficiently characterize the continuously growing amount of materials data, and techniques need to be developed to extrapolate materials properties to design novel, undiscovered compounds with improved properties. The presented project is aimed at solving two key limitations in materials design. First, most structure prediction methods do not access the knowledge stored in the large structural databases. By combining the Minima Hopping structure prediction scheme and machine-learning techniques a sophisticated method will be developed to explore new chemistries and to discover compounds with improved or new properties in energy applications. The new method will be applied to real-life challenges in materials design to find thermoelectric and hydrogen storage materials, or materials for use in photovoltaic applications. Second, Quantum Monte Carlo methods will be used to refine the energetic ordering of different phases in various compounds to significantly improve the predictive power by going beyond the accuracy of conventional density functional theory calculations used in current approaches. The outcome of this project will be of great value for many material scientists and will considerably accelerate the theoretical discovery of novel materials.; Electronic Structure; Simulation; Structure Prediction; Materials Design",1,0,Non-collaborative,2,1,More than one discipline,20400,20500,NA,NA,NA,NA
186999,07,ERA-NET,2019,Cantonal university,Microelectronics. Optoelectronics,Engineering Sciences,Programmes,813294,TRUE,Spiking Memristive Architectures for Learning to Learn,Recurrent Neural Network (RNN); Neuromorphic hardware; Learning; Edge computing; Memristor; Spiking Neural Network (SNN),"Contemporary AI applications often rely on deep learning, which implies heavy computational loads with current technology. However, there is a growing demand for low-power autonomously learning AI systems that are employed “in the field”. We will investigate in this project options for learning in low-power unconventional hardware that is based on spiking neural networks (SNNs) implemented in analog neuromorphic hardware combined with nano-scale memristive synaptic devices. Hence, the envisioned computational paradigm combines the three most promising avenues for minimizing energy consumption in hardware: (1) analog neuromorphic computation, (2) spike-based communication, and (3) memristive analog memory. Experts in each of these fields will collaborate on the development of a functional prototype system. We will in particular consider recurrent SNNs (RSNNs) as theirinternal recurrent dynamics render them more suitable for real-world AI applications that have temporal input and demand some form of short-term memory. We will adapt a recently developed training algorithm such that it can be used to optimize SNNs in neuromorphic hardware with memristive synapses. “In the field” applications often demand online adaptation of such systems, which often necessitates hardware-averse training procedure. To overcome this problem, we will investigate the applicability of “learning to learn” (L2L) to spiking memristive neuromorphic hardware. In an initial optimization, the hardware is trained to become a good learner for the target application. Here, arbitrarily complex learningalgorithms can be used on a host system with the hardware “in the loop”. In the application itself, simpler algorithms - that can be easily implemented in neuromorphic hardware - provide adaptation of the hardware RSNNs. In summary, the goal of this project is to build versatile and adaptive low-power small size neuromorphic AI machinery based on SNNs with memristive synapses using L2L. We will deliver an experimental system in a real-world robotics environment to provide a proof of concept.; Recurrent Neural Network (RNN); Neuromorphic hardware; Learning; Edge computing; Memristor; Spiking Neural Network (SNN)",2,1,Collaborative,2,1,More than one discipline,20500,30300,NA,NA,NA,NA
202225,07,Sinergia,2021,ETH Domain,Interdisciplinary,Interdisciplinary,Programmes,2323908,TRUE,Degradation mechanisms in photoelectrochemical devices,Degradation; Photoelectrochemistry; Multi-scale; Durability; Corrosion; Experiment; Theory,"Research on photoelectrochemical (PEC) devices has intensified in the last decade due to the urgent need for a transition from fossil to renewable energy sources. PEC devices have the potential to be an essential part of this transition. The two-step energy conversion from solar energy to electricity (i.e. solar cell) and from electricity to chemical energy (i.e. electrolyzer) is combined to a single-step conversion from solar to chemical energy. Higher efficiencies, lower investment, and reduced consumption of materials and land are expected advantages of this approach. Although efficiencies of PEC devices are still not sufficient for commercialization, much progress has been made in the fundamental scientific understanding of which material properties and device configurations are necessary to achieve high-performance PEC devices. However, there is a second technical requirement that is essential to achieve economic and commercial success: The devices should be long-lived enough to achieve a positive energy and cost balance. Many proposed devices show decent efficiencies, but unconvincing long-term stabilities, if they are reported at all. Typically, the efficiency of PEC devices drops to 80% or less of their initial efficiency within hours or even faster.The complexity to address the challenge of long-term stability is rooted in the lack of fundamental scientific understanding, which of the many processes in PEC devices are responsible for the fast decay in efficiency. PEC devices go through a complex sequence of processes to complete their function: light absorption, charge separation, charge diffusion/migration, charge transfer to the surface or cocatalyst, electrochemical reaction, and charge transport in and through the electrolyte/reactant. Via exposure to light and electrical current, the simultaneously occurring processes in the different components can be altered over time and it is not obvious, which of the steps dominate performance degradation. The lack of in-depth studies on PEC device degradation inhibits identifying the limiting process and improving devices.The goal of this project is to study two different yet highly relevant photocatalyst materials to obtain a general understanding of degradation processes and their effect on device performance as well as to define guidelines for degradation testing, mitigation, and accelerated testing protocols. We will focus on scalable particle-based photoelectrode systems. This allows identifying the dominating degradation mechanisms at the atomic, meso as well as at the device scale. We will achieve this goal by experiments combined with atomic- and continuum-scale theoretical calculations. This combination results in the unique opportunity to propagate atomic-scale material changes to the device scale, where they are combined with morphology changes and changes in the local environment to predict the overall effect of degradation and the resulting performance. Given the ability of the multi-scale models to predict experimentally accessible material characteristics and device performance, this will allow linking performance degradation to specific alterations of the materials or the device.The limited number of attempts made to prevent degradation are rooted in the lack of knowledge on photocorrosion or, more generally, on degradation processes in PEC devices. This project will provide significant contributions to fill this knowledge gap and will promote a focus on long-term stability in the field of PEC energy conversion, crucially needed to ensure future sustainable energy supply for the society. The significance and the practical impact of the results of this project will be demonstrated by improving the stability of one of the studied PEC devices by at least one order of magnitude.; Degradation; Photoelectrochemistry; Multi-scale; Durability; Corrosion; Experiment; Theory",3,1,Collaborative,2,1,More than one discipline,NA,20300,20500,NA,NA,NA
202893,07,Fellowships,2021,Other,Material Sciences,Engineering Sciences,Careers,151500,TRUE,Functional Inorganic Polymer Solid Electrolytes for Lithium Metal Solid-State Batteries,Inorganic polymers; Lithium Metal Anodes; Energy Storage ; Solid-State Batteries; Polymer Solid Electrolytes,"The alarming environmental issues originating from the continuous utilization of fossil fuels have spurred the necessity for eco-friendly and sustainable energy conversion and storage systems. In this regard, lithium-ion batteries (LIBs) have been considered as one of the most promising candidates for high performance energy storage devices due to their high energy density, long cycle life, and ease of processibility. Over the last two decades, the LIBs contained liquid electrolytes (LEs) as the primary electrolyte choice because of their high ionic conductivity and favorable wettability properties at the electrode interfaces. However, LEs generally suffer from severe drawbacks such as 1) safety and leaking problems, 2) low thermal stability, 3) poor electrochemical stability, and 4) uncontrolled ion selectivity. Replacing the LEs with solid-state electrolytes (SSEs) will alleviate the major problems of LEs. Integration of SSEs into the Li-metal batteries will lead to the Li-metal solid-state batteries (LiM-SSBs). The superiority of LiM-SSBs emanates from its ability to prevent leaking problems and afford dense stacking of bipolar electrodes, which enhance the energy density with a safe-miniaturized battery device. The SSEs can be classified into two main categories: inorganic solid electrolytes (ISEs) and polymer solid electrolytes (PSEs). Despite the fact that ISEs generally present high ionic conductivity, transference number, wide electrochemical stability window, large modulus, and good thermal stability. They lack interfacial stability with both electrodes, have high cost and toxicity problems, which limit their practical applications. Unlike ISEs, PSEs endure intimate wetting properties, minimized mass densities, low cost, and ease of large-scale processing. However, PSEs suffer from the limited ionic conductivity and transference number at room temperature, poor cathodic interface, and low storage modulus. In this project, to overcome these inherent drawbacks and surpass the current research state of SSEs, this proposal is focusing on the development of functional inorganic polymer solid electrolytes (FIPSEs) based on polyphosphates. The significance of FIBSEs based on polyphosphate is its ability to combine the advantages of both PSEs and ISEs and alleviate their problems.The proposed strategies in this project are divided into three work packages (WPs) to address the drawbacks of PSEs. The approaches of  (WP-1) targeting high ionic conductivity (Li+), suppression of lithium dendrites, and wide electrochemical stability window. Furthermore, the phosphate units will improve the poor oxidative stability towards high voltage cathodes. In (WP-2), we target the improvement of the Li-transference number (TLi) and interfacial resistance by doping the polyphosphate with anion traps leading to improve the (TLi) diffusivity and interfacial stability.. In (WP-3), we aim to enhance the mechanical stability accompanied by exceptional (TLi) via converting the polyphosphate copolymer to a dynamic single-ion conducting polyphosphate. Each WP will be comprehensively investigated via (in-situ / ex-situ) chemical and electrochemical characterization to elucidate chemical, physical and electrochemical properties. These findings will establish a new platform of PSEs that acquire the advantages of ISEs integrated into PSEs called FIPSEs and thus push the research boundaries of LiM-SSBs technology.; Inorganic polymers; Lithium Metal Anodes; Energy Storage ; Solid-State Batteries; Polymer Solid Electrolytes",1,0,Non-collaborative,2,1,More than one discipline,20500,20300,NA,NA,NA,NA
171426,07,Ambizione,2016,ETH Domain,Physical Chemistry,Chemistry,Careers,95399,TRUE,Designing novel electrocatalysts for fuel cells and electrolyzers by tailoring perovskite surface properties,electrocatalysis; perovskites; electrolyzer,"The growing needs to store large amounts of energy produced from renewable sources have recently targeted substantial R&D efforts towards water electrolysis technologies. The oxygen evolution reaction (OER) occurring at the electrolyzer anode is central to the development of a clean, reliable and emissions-free hydrogen economy since this reaction is hampered by slow kinetics and significant overpotential losses. The development of robust and highly active anode materials for the OER is therefore a great challenge and it has been the focus of much research attention. Towards this end, significant efforts have been directed to the study of the OER activity and stability of several candidate materials. Among these, perovskites have finally emerged as a promising electrocatalysts for the OER. In addition, perovskites show a very desirable design feature in that their electronic properties can be varied in a controlled fashion by substituting in the ABO3 structure the A and B cations, allowing a wide range of compositions to be explored. Such substitutions lead to modifications of the perovskite band structure which in turn might directly affect their catalytic properties. Perovskites’ energy bands are very distinctive and they can be regarded as arising solely from the B site cations. The B cation is most commonly a transition metal, providing the key d-band electrons, and recent works have proposed that perovskite OER electrocatalytic activity depends on the B site electronic configuration. However, no investigations have so far reported on how the perovskite electronic and geometric structure changes during the OER (notably, as a function of electrochemical potentials) or on how it can correlate with the reaction barriers, kinetics, and overpotential. Furthermore, it has recently emerged that the surface compositions of perovskite catalysts can significantly differ from the bulk composition due to surface segregation of various elements. These findings point towards the paramount necessity to deeply study the surface properties of the perovskite catalysts before and after the oxygen evolution reaction, which might cause a further change in the surface composition.The main goal of the present project is to provide a fundamental understanding of OER mechanism and of the design principles governing the OER of highly active perovskite catalysts. This could represent an important breakthrough in the development of efficient energy storage devices. Compared to the state-of-the-art, the novelty of the present study lies in the emphasis pointed towards the fundamental importance of understanding the material electronic structure in operando conditions. This can be achieved through times resolved X-ray absorption spectroscopy (TR-XAS) measurements, which will provide snapshots of the electronic states under operational conditions. Furthermore, we want to investigate how the surface properties of the most promising perovskites catalysts differ from the bulk ones and how they are modified after operative conditions in the OER regime by X-ray photoelectron spectroscopy (XPS).Finally this research project wants to explore the OER catalytic activity of perovskite catalysts beyond the standard alkaline electrolyzer applications (i.e., in neutral electrolyte solution). Indeed, we want to explore the potential applicability of perovskite catalyst for water-oxidation at the anode side coupled with CO2 reduction at the cathode side in CO2-electrolyzers or (or also known as co-electrolyzers). This work will be performed establishing a strong collaboration with Swiss Competence Center for Energy Research (SCCER) directed by Prof Thomas Schmidt at Paul Scherrer Institut, which is currently financing a research project aiming to the development of cathode materials for co-electrolyzers. The preliminary data acquired during the present project might open new prospective for additional funding for a future project based on co-electrolyzer development.; electrocatalysis; perovskites; electrolyzer",1,0,Non-collaborative,2,1,More than one discipline,20300,20500,NA,NA,NA,NA
200465,07,Project funding,2021,ETH Domain,Condensed Matter Physics,Physics,Projects,820696,TRUE,"Interconversion of charge, spin and heat currents in spintronic devices",Magnetism; Spintronics; spin-orbit coupling,"Processes that interconvert different forms of flow, such as charge and spin currents, or energy, such as thermal and magnetic excitations, allow for manipulating the magnetization of a diverse variety of materials. These processes appear prominently in spin-based electronic devices, which underpin modern technologies of magnetic storage and sensing. Whereas some of these processes have been known for a long time, recent insight into nonequilibrium phenomena induced by spin-orbit coupling in magnetic and nonmagnetic materials has opened new perspectives to control the interconversion of the magnetic, electronic, and phononic degrees of freedom in condensed matter systems. The main aim of this project is to test new concepts for generating and probing spin currents in transition metals and topological insulators and use spin-currents generated by spin-orbit coupling to efficiently control the dynamics of the magnetization in ferromagnets and ferrimagnets. To achieve this aim we propose activities that include the synthesis of material heterostructures, their physical characterization, the design of novel probes, and the prototyping of devices. In particular, we plan to probe the conversion of heat and spin currents in metals and topological insulators and time-resolve the magnetization dynamics driven by spin-orbit torques and thermal effects in ferromagnets and ferrimagnets. This project will take advantage of the complementary experimental approaches developed by our group over the last few years, which allow for mapping the spin and orbital accumulation in nonmagnetic materials, measure current-induced magnetization reversal with high temporal and spatial resolution, and realize synthetic magnets with tailored properties. Furthermore, we plan to develop new techniques to measure the Hall effect in real time during pulsed current injection, which might be applicable to a broad set of problems in condensed matter physics. Overall, we expect that this project will provide new insight into fundamental transport and magnetization phenomena and ultimately benefit the development of high-performance spintronic devices that integrate different types of functions and operate at high speed with minimum energy consumption.  ; Magnetism; Spintronics; spin-orbit coupling",1,0,Non-collaborative,2,1,More than one discipline,20400,20500,NA,NA,NA,NA
191680,07,Fellowships,2019,Other,Mechanical Engineering,Engineering Sciences,Careers,76350,TRUE,Fast algorithms for accurate crystal defect simulations: Towards computer-aided materials design,Multiscale modeling; Atomistic simulation; Learning on-the-fly; Discrete boundary element method; Active learning; Dislocations; Machine learning potentials; Atomistic/continuum coupling,"Humanity is currently facing its biggest environmental challenge requiring breakthrough energy technologies. To ensure energy efficiency, the development of novel materials, specifically metallic alloys, becomes indispensable. For example, alloying tungsten, the primary candidate for plasma-facing materials in nuclear fusion power plants, with rhenium increases the fracture toughness at elevated temperatures by a multiple, compared to pure tungsten, and, therefore, the lifetime of reactors (Ren et al., 2018, IJRMHM 75). Its behavior under irradiation yet remains to be investigated, however, many of the underlying mechanisms cannot be directly observed in real experiments. This requires a computer-aided materials design approach in which these mechanisms are quantified by simulation in order to predict experimentally-observed phenomena. The state-of-the-art computing hardware and algorithms can simulate hundreds of atoms by direct atomistic simulations with density functional theory (DFT) which allows for an accurate prediction of ideal crystalline properties, such as phase stability or elastic moduli. However, in realistic materials many critical properties, such as yield strength or fracture toughness, are determined by the microstructure and, hence, require a multiscale approach. Presently, multiscale simulations are prohibitively expensive with DFT and, in lieu thereof, carried out with empirical interatomic potentials (EIPs). However, existing EIPs can, at their best, only suggest a qualitative mechanism but remain inadequate for a quantitative understanding of multicomponent systems and chemical interactions.The recently-emerging class of machine learning interatomic potentials (MLIPs) holds great promise to push these frontiers to a new level. However, for larger systems, possibly involving tens of thousands of atoms, their development is still in its infancy. In particular, there exists no straightforward approach to generate training data for atomic neighborhoods which are not just representative of the bulk material, i.e., in the vicinity of defects, such as dislocations, cracks or grain boundaries. However, a hypothetical, perfectly-trained MLIP---although orders of magnitude more efficient than DFT---will still be too expensive for large-scale problems. Therefore, the proposed project follows a novel approach combining machine learning, multiscale modeling and state-of-the-art numerical methods.The first part of the project is devoted to the development of a novel training procedure with controllable accuracy for MLIPs to be used in atomic-scale simulations of dislocations and their interactions with point defects. The proposed algorithm follows a top-down approach by extracting the training set directly from the large-scale simulation. This will be achieved using active learning to identify only parts of the atomistic domain where the MLIP becomes inaccurate, and out of which the algorithm subsequently constructs the training configurations. This idea stands in contrast to the classical bottom-up approach, where the potential is trained with respect to a huge, predetermined database, often decoupled from the actual quantities of interest.In practice, simulating dislocation motion is performed using infinite arrays of infinitely long, parallel dislocations. However, this method requires very large cell sizes to mitigate spurious effects from the image dislocations. This will be addressed in the second part which is devoted to the development of an atomistic/continuum coupling method, circumventing this problem by restricting atomic resolution to a region around the dislocation core, coupled to a very efficient exterior discrete boundary element method such that the overall computational cost scales with the size of the fully atomistic region.The proposed algorithms will be applied to study dislocation motion in pure bcc W and W-H systems. In hydrogen-based nuclear fusion reactors the transport of H atoms through dislocation propagation is expected to play a crucial role for the embrittlement of W-based materials, but, to date, no EIP exists to quantify the contributing mechanisms. Therefore, the results will shed new light on previous studies and pave the way towards a complete understanding of design-relevant processes for future devices. Moreover, the proposed methodology is by no means restrictive and will be used in future research to study related problems, such as hydrogen embrittlement in iron-based materials or defect-solute interactions in bcc metals to quantitatively characterize high-strength steels.; Multiscale modeling; Atomistic simulation; Learning on-the-fly; Discrete boundary element method; Active learning; Dislocations; Machine learning potentials; Atomistic/continuum coupling",1,0,Non-collaborative,2,1,More than one discipline,20500,20100,NA,NA,NA,NA
172703,07,Project funding,2017,Cantonal university,Other disciplines of Engineering Sciences,Engineering Sciences,Projects,580000,TRUE,The role of energy storage technologies in the context of the Swiss energy transition,energy storage; renewable energy; Swiss energy transition; energy efficiency; electricity market; modelling and optimization,"The role of energy storage is subject to an intense debate internationally reflecting a lack of consensus about the techno-economic potential and respective merits of the various energy storage technologies. This is largely due to the wide spectrum of possible applications, the potential to deliver multiple services (revenue stacking), and unclear market developments which make economic assessments difficult. To the best of our knowledge, no comprehensive cost-based analysis considering the potential role of bulk and distributed technologies for Switzerland has been performed to date that could inform a comprehensive national energy storage strategy. The objective of the proposed research project is to address this gap by performing a holistic investigation of the role of competing and/or complementary electric, thermal and chemical energy storage technologies in achieving greater penetration of renewable energy technologies and more efficient and effective use of energy in the context of the Swiss energy transition. In the first task, comprehensive, detailed and robust information and data on the status of, and prospects for, technical and cost performance of selected storage technologies will be collected to serve as a basis for an expert elicitation exercise. This will help identify drivers of future cost reduction and technical improvement, and deliver cost and performance estimates under a range of scenarios. All technologies retained after pre-screening will be characterized with a set of parameters describing these at an appropriate level of detail for techno-economic modelling and optimization.As second task, two distinct but complementary models will be developed to allow for a comprehensive investigation of energy storage in the Swiss energy transition:1.)A “single-layer model” adopting a ‘’social planner perspective” and used to identify the best mix of supply and storage technologies to achieve minimal cost or minimal energy use and/or CO2 emissions; 2.)A “double-layer model” used to investigate the influence of the dynamics of the electricity market, including long term (price, demand developments) and short/medium term (intermittent RES generation) uncertainties, and the value associated with the deployment of local energy storage capacity for different market actors in both rural and urban contexts. Finally, the third task will aim at a comparative analysis across various scenarios under the two modelling approaches, including sensitivity analysis around key boundary conditions. Conclusions will be drawn with regards to the feasibility and value proposition of a deployment of energy storage technologies at scale, of their potential role in the future of the Swiss energy system as well as of the role and implications of different policy measures.Results will be shared in the form of peer reviewed scientific papers in international journals, as well as dedicated workshops. Our close involvement in the different SCCERs will also provide opportunities to share the outcomes of the study during their respective annual conferences and/or technical workshops. Finally, our results will also feed into the recently launched “Forum Energy Storage Switzerland”.; energy storage; renewable energy; Swiss energy transition; energy efficiency; electricity market; modelling and optimization",3,1,Collaborative,2,1,More than one discipline,20500,10700,NA,NA,NA,NA
192310,07,Project funding,2020,Other,Microelectronics. Optoelectronics,Engineering Sciences,Projects,444908,TRUE,Shadow mask localization of thin films for back-contacted crystalline silicon solar cells & energy harvesters (SHAMAN),Back-contacted solar cells; Crystalline Silicon; Carrier selective passivated contacts; Photovoltaics,"The SHAMAN project aims at fostering the world energy transition from fossil fuels to renewables by accelerating the development of highly efficient, 40-year reliable, cost-effective back-contacted crystalline silicon (c-Si) solar cells and photovoltaic (PV) energy harvesters. To fulfil this goal, the SHAMAN project will push the CSEM’s “tunnel-IBC” technology towards 27 % efficiency by developing (i) innovative in-situ shadow mask patterning approaches allowing to mitigate the detrimental edge effects usually occurring with this technique, and (ii) multi-layered thin film silicon-based alloys featuring a high carrier selectivity together with excellent passivation properties, hence mitigating the residual electrical losses in c-Si-based solar cells. In addition, the SHAMAN project will set up innovative diagnostic tools and adapted metrics to link the electrical and structural properties of the developed carrier selective passivated contacts to their resulting selectivity and transport losses. Tunnel-IBC devices with different sizes and shapes will be processed so as to address both the mainstream PV market and specific PV energy harvesting applications. Finally, the failure modes of tunnel-IBC devices will be investigated and mitigation measures for ensuring their 40-year lifetime warranty will be provided.As a major outcome, the SHAMAN project will demonstrate back-contacted crystalline silicon solar cells with efficiency toping 27 % at a cost of ownership on par with the current mainstream PV technologies such as PERC. As these latter feature much lower efficiencies than the tunnel-IBC devices anticipated ones, the SHAMAN project will result in a net decrease of the levelized cost of energy. The SHAMAN project will thus nurture the onset of TW scale PV deployment while offering a unique opportunity to secure the production of PV manufacturing tools in Switzerland, and more generally in Europe. Additionally, the versatility and aesthetically pleasing appearance of the tunnel-IBC technology for small size PV energy scavengers will be demonstrated, hence hooking new market opportunities. As a broader impact, the SHAMAN project will also provide the technological building blocks for the development of future PV technologies, especially multi-terminal tandems, where highly efficient back-contacted c-Si devices and tunnel junctions are required as bottom cells and are combined e.g. with perovskite top cells. Hence, the SHAMAN project is also securing the leading position of Switzerland in future PV R&D projects.; Back-contacted solar cells; Crystalline Silicon; Carrier selective passivated contacts; Photovoltaics",1,0,Non-collaborative,2,1,More than one discipline,20500,20400,NA,NA,NA,NA
171000,07,Sinergia,2016,ETH Domain,Interdisciplinary,Interdisciplinary,Programmes,2029464,TRUE,EPISODE: Engineering of advanced hybrid Perovskite for Integration with Silicon photovoltaic Optoelectronic DEvices,Organic synthesis; Material Characterization; theoretical simulation; Perovskite solar cell; Device fabrication; Tandem Perovskite/Silicon solar cell,"The world global installed photovoltaic capacity will likely reach well over 1000 GW by 2030 and could reach up to 5’000 GW by 2050. At this moment solar will likely one of the major electricity source worldwide, with the lowest costs, while contributing to mitigating CO2 emissions. Using novel materials with higher potential performance and less energy intensive processing technologies could contribute to this paradigm change. In that context, solar cell based on organo-metal trihalide perovskites are one of the most promising photovoltaic (PV) technologies due to their impressive increase in initial power conversion efficiency (PCE) to currently 22.1% [1-3] in just over 6 years. This high efficiency is due to various excellent properties exhibited by the mixed organo-metal trihalide perovskites such as panchromatic absorption with very high molar extinction coefficient [4], long charge diffusion length [5], efficient charge transport and extraction [6]. These properties are linked to the crystal structure of the perovskite material, which can be tuned by adjusting composition as well as controlling nucleation and growth [7]. One of the most straightforward approaches to bring perovskite solar cells to the market lies in combining it with the market-leading silicon PV technology to form tandem solar cells with performance beyond the single-junction cell limit. Hybrid perovskite cells have been demonstrated to be highly attractive for such tandem applications as a result of their tunable band gap, high overall performance and negligible sub-bandgap absorption [4]. Here we propose to push this tandem concept further by designing novel perovskite materials and charge transporting materials with superior performances adapted to tandem integration with high-efficiency Si cells. To successfully target this ambitious goal we will 1) develop novel lead-free and stable perovskites based on non-toxic compounds with tunable absorption; 2) molecular engineer the active interfaces forming the stack by synthetizing ad hoc interfacial charge transfer layers with optimized energy level alignment and by controlling the interfacial processes therein; 3) engineer and optimize tandem structures integrating the novel perovskite materials with the high efficiency Si cell; 4) provide an in-depth fundamental understanding at different length scales, from material design to device properties, actually still missing. The approach will combine advanced materials characterization and modelling methods to guide the synthesis and provide a full understanding of the experimental findings. Within this framework, we propose a comprehensive interdisciplinary action plan based on five work packages interconnected in a holistic format. The strategy involves four partners with the unique and complementary know-how that will ensure a real breakthrough in material engineering and technological progression and a significant scientific advance in fundamental understanding. We expect that the interdisciplinary knowledge generated, which interconnects materials science, physics, chemistry, and engineering, will enable the development of a unified platform for the fabrication, comprehension and prediction of the key phenomena involved in novel hybrid semiconductors devices, eventually opening up many new concept.; Organic synthesis; Material Characterization; theoretical simulation; Perovskite solar cell; Device fabrication; Tandem Perovskite/Silicon solar cell",4,1,Collaborative,3,1,More than one discipline,NA,20300,20400,NA,NA,20700
178532,07,Fellowships,2017,Other,Condensed Matter Physics,Physics,Careers,77650,TRUE,Engineering Optical and Transport Properties of Semiconducting Perovskite Transition Metal Oxides,First-principles calculations; Polarons; Transport properties; GW approximation; Electron-phonon interaction; Electronic excitations; Lattice dynamics; Perovskite transition metal oxides; Materials with strong correlations; Wannier-Fourier interpolation; Density functional perturbation theory; Density functional theory,"The urgent call for reduction in energy consumption established the trends in modern technologies for device miniaturization and multifunctionality without losses in their efficiency. Moreover, it stimulated the search for renewable energy sources with low production costs. This, in turn, motivated the research on the materials with a high potential for such applications. Among the primary candidates for that role are perovskite transition metal oxides (TMOs) as they are extremely flexible with respect to structural modifications and defect formation, which gives rise to a wide range of their physical properties and allows to easily manipulate them. For example, some insulating TMOs become conducting under chemical doping or thermal reduction, which is very promising in terms of potential applications in photovoltaics and thermoelectric energy conversion. However, these applications are limited at the moment as optical and transport properties of TMOs are not yet able to compete with established technology.It is well understood, that the optical and transport properties of materials are mostly defined by their electronic band structures and by the effects due to electron-phonon interaction (EPI) (for example, renormalization of the band gaps and effective masses of the charge carriers, reduced carrier mobilities and lifetimes), which, in turn, can be varied by the changes of the crystal structure. Therefore, epitaxial strain, isotropic pressure or doping can be effective tools to manipulate them. From the theory side, the effects of strain, cation substitution and formation of the oxygen vacancies on the band structures of TMOs have been investigated in the last decades using ab initio calculations. Indeed, several studies based on density functional theory (DFT) and DFT combined with many-body perturbation theory within the GW approximation demonstrated that the band gap and the structure of the conduction band can be significantly affected by these structural modifications. On the other hand, their effects on the EPI and related properties of TMOs have not been studied from first principles so far due to the high complexity and prohibitive computational costs of EPI calculations for polar semiconductors.  Fortunately, the recent development of the Wannier-Fourier interpolation based formalism for calculations of the EPI enabled to estimate the electron-phonon matrix elements and related properties of different materials with high accuracy and, at the same time, with reasonable computational costs. In this project I propose to apply this powerful approach combined with DFT, density functional perturbation theory (DFPT) and GW to investigate the optical and transport properties of SrTiO3 (STO), which is the typical representative of TMOs, and the pathways to control these properties focusing on the effects due to EPI.  The main aim of this project is to determine the complete phase diagram of STO as a function of different tuning parameters, which will allow to identify the most effective ways to manipulate the properties of this material.; First-principles calculations; Polarons; Transport properties; GW approximation; Electron-phonon interaction; Electronic excitations; Lattice dynamics; Perovskite transition metal oxides; Materials with strong correlations; Wannier-Fourier interpolation; Density functional perturbation theory; Density functional theory",1,0,Non-collaborative,2,1,More than one discipline,20400,20500,NA,NA,NA,NA
